0,4;BL|0;TG,2;T|0;TG,2;T|0;TG,4;BL|2;T|0;TG,2;T|0;TG,2;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,2;T|0;TG,2;T|0;TG,2;T|0;TG,4;BL|2;T|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,2;T|0;TG,2;T|0;TG|5;T,2;T|0;TG,4;BL|0;TG|2;T,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,4;BL|0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
0,6;L|0;TG,0;TG,0;TG,6;L|0;TG,0;TG,0;TG,0;TG,6;L|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,6;L|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,5;T|0;TG,0;TG,4;BL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BL|0;TG,0
