0,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,M-1|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG
0,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,3|0;TG,3|0;TG,3|0;TG,3|0;TG,3|0;TG,3|0;TG,3|0;TG,3|0;TG,3|4;BR|0;TG,3|0;TG,3|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG
0,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BR|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG
0,0;TG,0;TG,0;TG,0;TG,M-EL|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BR|0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,M-S|0;TG,0;TG,0;TG,0;TG,0;TG
0,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,0;TG,4;BR|0;TG,0;TG,0;TG,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB,2;FRB|5;F,2;FRB,2;FRB,0;TG
0,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;TG,0;TG,3,3,3,3|5;F,3,4;BR|3|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,5;F|0;FRB,0;FRB,0;FRB,0;TG
0,0;FRB,0;FRB,M-F|0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,M-M|0;FRB,0;TG,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,4;BR|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,5;F|0;FRB,0;FRB,0;FRB,0;TG
0,3|0;FRB,3|0;FRB,3|0;FRB,3|0;FRB,3|0;FRB,3|0;FRB,0;FRB,0;FRB,0;FRB,2;FRF|4;BL|0;FRB,2;FRF|0;FRB,2;FRF|0;FRB,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,4;BR|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,5;F|0;FRB,0;FRB,0;FRB,0;TG
0,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,4;BL|0;FRF|0;FRB,0;FRF|0;FRB,0;FRF,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,4;BR|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,5;F|0;FRB,0;FRB,0;FRB,0;TG
0,0;FRB,M-S|0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,4;BL|0;FRF|0;FRB,0;FRF|0;FRB,0;FRF,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,4;BR|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,5;F|0;FRB,0;FRB,0;FRB,0;TG
0,3|0;FRB,3|0;FRB,3|0;FRB,3|0;FRB,3|0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,4;BL|0;FRF|0;FRB,0;FRF|0;FRB,0;FRF,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,4;BR|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,2;FRF|0;FRB,2;FRF|0;FRB,2;FRF|0;FRB,2;FRF|0;FRB,0;TG
0,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,4;BL|0;FRF|0;FRB,0;FRF|0;FRB,0;FRF,0;TG,0;TG,0;TG,0;TG,5;F,0;TG,6;R|0;TG,0;TG,0;TG,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB|0;FRF,0;FRB|0;FRF,0;FRB|0;FRF,0;FRB|0;FRF,0;TG
L,0;FRB,0;FRB,0;FRB,M-F|0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,0;FRB,4;BL|0;FRF|0;FRB,0;FRF|0;FRB,0;FRF,M-1|0;TG,0;TG,0;TG,M-1|0;TG,5;F,0;TG,6;R|0;TG,0;TG,0;TG,M-1|0;FRB,0;FRB,0;FRB,M-1|0;FRB,0;FRB|0;FRF,0;FRB|0;FRF,0;FRB|0;FRF,0;FRB|0;FRF,R
1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F,1;F
